Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01212","Cabbages","2021","2021","1000 USD","34808","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01195","Canary seed","2021","2021","1000 USD","1","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2021","2021","1000 USD","154441","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2021","2021","1000 USD","54268","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01372","Cashew nuts, in shell","2021","2021","1000 USD","941","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01520.01","Cassava, fresh","2021","2021","1000 USD","5035","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2021","2021","1000 USD","222574","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01344.02","Cherries","2021","2021","1000 USD","558","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01703","Chick peas, dry","2021","2021","1000 USD","127644","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","1000 USD","1511546","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01640","Cocoa beans","2021","2021","1000 USD","58050","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01460","Coconuts, in shell","2021","2021","1000 USD","160290","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01610","Coffee, green","2021","2021","1000 USD","47314","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2021","2021","1000 USD","370746","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01314","Dates","2021","2021","1000 USD","53431","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2021","2021","1000 USD","76618","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01315","Figs","2021","2021","1000 USD","11707","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2021","2021","1000 USD","4358","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01330","Grapes","2021","2021","1000 USD","513466","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01290.01","Green corn (maize)","2021","2021","1000 USD","144299","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01252","Green garlic","2021","2021","1000 USD","90895","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2021","2021","1000 USD","63175","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2021","2021","1000 USD","3379108","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2021","2021","1000 USD","4024","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01322","Lemons and limes","2021","2021","1000 USD","981145","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01704","Lentils, dry","2021","2021","1000 USD","4963","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01214","Lettuce and chicory","2021","2021","1000 USD","116790","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01441","Linseed","2021","2021","1000 USD","3","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01356","Locust beans (carobs)","2021","2021","1000 USD","131","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","7330237","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2021","2021","1000 USD","617731","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","1000 USD","7353444","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2021","2021","1000 USD","6811594","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2021","2021","1000 USD","138315","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","1000 USD","4372071","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","21115","Meat of sheep, fresh or chilled","2021","2021","1000 USD","274425","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","21124","Meat of turkeys, fresh or chilled","2021","2021","1000 USD","60902","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","02910","Natural honey","2021","2021","1000 USD","139014","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01950.01","Natural rubber in primary forms","2021","2021","1000 USD","54583","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","0117","Oats","2021","2021","1000 USD","28575","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01491.01","Oil palm fruit","2021","2021","1000 USD","115900","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01239.01","Okra","2021","2021","1000 USD","8686","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01450","Olives","2021","2021","1000 USD","14359","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01253.01","Onions and shallots, green","2021","2021","1000 USD","26447","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01323","Oranges","2021","2021","1000 USD","646161","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01241.90","Other beans, green","2021","2021","1000 USD","38415","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01317","Papayas","2021","2021","1000 USD","333413","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01345","Peaches and nectarines","2021","2021","1000 USD","115780","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01342.01","Pears","2021","2021","1000 USD","6102","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01705","Peas, dry","2021","2021","1000 USD","849","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01242","Peas, green","2021","2021","1000 USD","30072","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01651","Pepper (Piper spp.), raw","2021","2021","1000 USD","6664","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01359.01","Persimmons","2021","2021","1000 USD","195","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01318","Pineapples","2021","2021","1000 USD","315241","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01375","Pistachios, in shell","2021","2021","1000 USD","496","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01346","Plums and sloes","2021","2021","1000 USD","23974","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01321","Pomelos and grapefruits","2021","2021","1000 USD","69504","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01510","Potatoes","2021","2021","1000 USD","808008","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01235","Pumpkins, squash and gourds","2021","2021","1000 USD","303558","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01342.02","Quinces","2021","2021","1000 USD","2497","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01443","Rape or colza seed","2021","2021","1000 USD","720","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01353.01","Raspberries","2021","2021","1000 USD","332047","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","02211","Raw milk of cattle","2021","2021","1000 USD","4480170","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","02292","Raw milk of goats","2021","2021","1000 USD","56069","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","0113","Rice","2021","2021","1000 USD","66162","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","0116","Rye","2021","2021","1000 USD","2","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01446","Safflower seed","2021","2021","1000 USD","21150","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01921.01","Seed cotton, unginned","2021","2021","1000 USD","733289","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01444","Sesame seed","2021","2021","1000 USD","55414","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","1000 USD","1071","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","0114","Sorghum","2021","2021","1000 USD","1094570","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","0141","Soya beans","2021","2021","1000 USD","134597","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01215","Spinach","2021","2021","1000 USD","12167","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01354","Strawberries","2021","2021","1000 USD","542173","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01802","Sugar cane","2021","2021","1000 USD","2324906","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01445","Sunflower seed","2021","2021","1000 USD","2658","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01530","Sweet potatoes","2021","2021","1000 USD","19315","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01324","Tangerines, mandarins, clementines","2021","2021","1000 USD","69916","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01234","Tomatoes","2021","2021","1000 USD","1939684","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01191","Triticale","2021","2021","1000 USD","5183","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01970","Unmanufactured tobacco","2021","2021","1000 USD","34729","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01658","Vanilla, raw","2021","2021","1000 USD","2872","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01709.01","Vetches","2021","2021","1000 USD","4316","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01376","Walnuts, in shell","2021","2021","1000 USD","602917","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01221","Watermelons","2021","2021","1000 USD","241878","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","0111","Wheat","2021","2021","1000 USD","874894","E","Estimated value"
"QV","Value of Agricultural Production","484","Mexico","57","Gross Production Value (current thousand US$)","01591","Yautia","2021","2021","1000 USD","12449","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","0115","Barley","2021","2021","1000 USD","6307","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","01212","Cabbages","2021","2021","1000 USD","14293","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2021","2021","1000 USD","30158","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2021","2021","1000 USD","8756","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","01252","Green garlic","2021","2021","1000 USD","2972","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","02910","Natural honey","2021","2021","1000 USD","3985","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","0117","Oats","2021","2021","1000 USD","9019","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","1000 USD","16755","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","01510","Potatoes","2021","2021","1000 USD","25750","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","02293","Raw milk of camel","2021","2021","1000 USD","17961","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","02211","Raw milk of cattle","2021","2021","1000 USD","344188","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","02292","Raw milk of goats","2021","2021","1000 USD","103101","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","02291","Raw milk of sheep","2021","2021","1000 USD","70574","E","Estimated value"
"QV","Value of Agricultural Production","496","Mongolia","57","Gross Production Value (current thousand US$)","0111","Wheat","2021","2021","1000 USD","160919","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01341","Apples","2021","2021","1000 USD","394757","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01343","Apricots","2021","2021","1000 USD","36648","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01216","Artichokes","2021","2021","1000 USD","15737","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01211","Asparagus","2021","2021","1000 USD","1","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01312","Bananas","2021","2021","1000 USD","204335","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","0115","Barley","2021","2021","1000 USD","804240","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01355.01","Blueberries","2021","2021","1000 USD","437","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01702","Broad beans and horse beans, dry","2021","2021","1000 USD","72987","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01229","Cantaloupes and other melons","2021","2021","1000 USD","134111","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2021","2021","1000 USD","88163","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01703","Chick peas, dry","2021","2021","1000 USD","61461","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","1000 USD","58711","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2021","2021","1000 USD","13364","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2021","2021","1000 USD","14778","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01315","Figs","2021","2021","1000 USD","103522","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01330","Grapes","2021","2021","1000 USD","315909","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","0142","Groundnuts, excluding shelled","2021","2021","1000 USD","41051","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01704","Lentils, dry","2021","2021","1000 USD","40989","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","20562","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","0117","Oats","2021","2021","1000 USD","1479","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01450","Olives","2021","2021","1000 USD","372655","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01253.01","Onions and shallots, green","2021","2021","1000 USD","10261","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01323","Oranges","2021","2021","1000 USD","334416","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01345","Peaches and nectarines","2021","2021","1000 USD","63033","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01342.01","Pears","2021","2021","1000 USD","31741","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01705","Peas, dry","2021","2021","1000 USD","5090","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01242","Peas, green","2021","2021","1000 USD","40964","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01346","Plums and sloes","2021","2021","1000 USD","81699","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01510","Potatoes","2021","2021","1000 USD","414277","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01235","Pumpkins, squash and gourds","2021","2021","1000 USD","96756","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01353.01","Raspberries","2021","2021","1000 USD","1277","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","0113","Rice","2021","2021","1000 USD","19254","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01354","Strawberries","2021","2021","1000 USD","100919","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01241.01","String beans","2021","2021","1000 USD","74425","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01445","Sunflower seed","2021","2021","1000 USD","15965","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01324","Tangerines, mandarins, clementines","2021","2021","1000 USD","429867","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01234","Tomatoes","2021","2021","1000 USD","327758","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","01221","Watermelons","2021","2021","1000 USD","135693","E","Estimated value"
"QV","Value of Agricultural Production","504","Morocco","57","Gross Production Value (current thousand US$)","0111","Wheat","2021","2021","1000 USD","2349982","E","Estimated value"
"QV","Value of Agricultural Production","508","Mozambique","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2021","2021","1000 USD","129373","E","Estimated value"
"QV","Value of Agricultural Production","508","Mozambique","57","Gross Production Value (current thousand US$)","02211","Raw milk of cattle","2021","2021","1000 USD","2471502","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01341","Apples","2021","2021","1000 USD","49148","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01312","Bananas","2021","2021","1000 USD","186151","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","0115","Barley","2021","2021","1000 USD","6478","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01657","Ginger, raw","2021","2021","1000 USD","168799","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01252","Green garlic","2021","2021","1000 USD","97046","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2021","2021","1000 USD","200606","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01922.01","Jute, raw or retted","2021","2021","1000 USD","8350","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01322","Lemons and limes","2021","2021","1000 USD","53976","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01704","Lentils, dry","2021","2021","1000 USD","175485","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","886626","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01316","Mangoes, guavas and mangosteens","2021","2021","1000 USD","325238","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","21112","Meat of buffalo, fresh or chilled","2021","2021","1000 USD","445983","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","21121","Meat of chickens, fresh or chilled","2021","2021","1000 USD","434671","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","21116","Meat of goat, fresh or chilled","2021","2021","1000 USD","344441","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","1000 USD","68670","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","0118","Millet","2021","2021","1000 USD","132308","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01442","Mustard seed","2021","2021","1000 USD","410170","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01323","Oranges","2021","2021","1000 USD","33277","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01342.01","Pears","2021","2021","1000 USD","8372","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01510","Potatoes","2021","2021","1000 USD","1023459","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","02212","Raw milk of buffalo","2021","2021","1000 USD","911718","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","02211","Raw milk of cattle","2021","2021","1000 USD","579374","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","0113","Rice","2021","2021","1000 USD","1668419","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","0141","Soya beans","2021","2021","1000 USD","23803","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01802","Sugar cane","2021","2021","1000 USD","148236","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01620","Tea leaves","2021","2021","1000 USD","76404","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","01970","Unmanufactured tobacco","2021","2021","1000 USD","1672","E","Estimated value"
"QV","Value of Agricultural Production","524","Nepal","57","Gross Production Value (current thousand US$)","0111","Wheat","2021","2021","1000 USD","654926","E","Estimated value"
"QV","Value of Agricultural Production","528","Netherlands (Kingdom of the)","57","Gross Production Value (current thousand US$)","01341","Apples","2021","2021","1000 USD","241655","E","Estimated value"
"QV","Value of Agricultural Production","528","Netherlands (Kingdom of the)","57","Gross Production Value (current thousand US$)","01211","Asparagus","2021","2021","1000 USD","79925","E","Estimated value"
"QV","Value of Agricultural Production","528","Netherlands (Kingdom of the)","57","Gross Production Value (current thousand US$)","0115","Barley","2021","2021","1000 USD","53294","E","Estimated value"
"QV","Value of Agricultural Production","528","Netherlands (Kingdom of the)","57","Gross Production Value (current thousand US$)","01212","Cabbages","2021","2021","1000 USD","62916","E","Estimated value"
"QV","Value of Agricultural Production","528","Netherlands (Kingdom of the)","57","Gross Production Value (current thousand US$)","01251","Carrots and turnips","2021","2021","1000 USD","128791","E","Estimated value"
"QV","Value of Agricultural Production","528","Netherlands (Kingdom of the)","57","Gross Production Value (current thousand US$)","01213","Cauliflowers and broccoli","2021","2021","1000 USD","81558","E","Estimated value"
"QV","Value of Agricultural Production","528","Netherlands (Kingdom of the)","57","Gross Production Value (current thousand US$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","1000 USD","579953","E","Estimated value"
"QV","Value of Agricultural Production","528","Netherlands (Kingdom of the)","57","Gross Production Value (current thousand US$)","01232","Cucumbers and gherkins","2021","2021","1000 USD","288806","E","Estimated value"
"QV","Value of Agricultural Production","528","Netherlands (Kingdom of the)","57","Gross Production Value (current thousand US$)","01233","Eggplants (aubergines)","2021","2021","1000 USD","46663","E","Estimated value"
"QV","Value of Agricultural Production","528","Netherlands (Kingdom of the)","57","Gross Production Value (current thousand US$)","0231","Hen eggs in shell, fresh","2021","2021","1000 USD","772092","E","Estimated value"
"QV","Value of Agricultural Production","528","Netherlands (Kingdom of the)","57","Gross Production Value (current thousand US$)","01254","Leeks and other alliaceous vegetables","2021","2021","1000 USD","102547","E","Estimated value"
